ID;Corpus;TextGenre_OrdMerge3;TextGenre_OrdMerge2;TextGenre_OrdMerge;TextGenre_Ordinal;TextGenre;Subj_Length;Animacy;Accessibility;TypeOfAnaphor;Constructions;Corpus_ID;Sentence
s_147;SpokenCorpora;1;1;1;2;FreeConv.;0;Umano;Old;Old_ident;sembra che;KIParla;BOA3021| // ma perche' era cosi' bravo che // ma ti ti giuro  sembrava  che al posto della batteria c' avesse che ne so // 
s_148;SpokenCorpora;1;1;1;2;FreeConv.;;;;;sembra che;KIParla;TOA1003| infatti nell' affermare che // scritto cosi'  sembra  che si tratti di due interventi diversi // in cui 
s_149;SpokenCorpora;1;2;2;4;NonFreeConv.;0;Non Animato;Old;Old_ident;sembra che;KIParla;BOC1009| invece il parlato anche se apparentemente non  sembra  che segua delle regole logiche // segue delle eh 
s_150;SpokenCorpora;1;2;2;4;NonFreeConv.;0;Umano;Old;Old_general;sembra che;KIParla;TOD2015| fine dopo pochi giorni che che lei era li' ehm //  sembrava  che mh avessi guadagnato una posizione di 
s_151;SpokenCorpora;3;4;4;6;MonologicSp.;1;Umano;Old;Old_ident;sembra che;KIParla;TOD1016| la melodia // di sottolineare una parola ma qui  sembra  quasi che lui // sia un torrente in piena che non 
s_152;SpokenCorpora;3;4;4;6;MonologicSp.;1;Non Animato;Old;Old_rel;sembrare+infinitive;KIParla;TOD1016| questo e' tutta un' espansione melodica che  sembra  non arrestarsi mai // e e non // e non ci rimane un 
s_153;SpokenCorpora;1;1;1;2;FreeConv.;0;Umano;Old;Old_ident;mi sembra che;KIParla;BOA3015| io l' ho visto quest' anno ma mi sembrava quasi mi  sembrava  fosse drogato addirittura // no // ma no e' che 
s_154;SpokenCorpora;1;2;2;4;NonFreeConv.;0;Animato;Old;Old_ident;sembra che;KIParla;PTA006| da una vita qua l'hanno fatto l'anno scorso e  sembra  che chissa' cosa si sono inventati // pero' c'e' 
s_155;SpokenCorpora;1;2;2;4;NonFreeConv.;0;Umano;Old;Old_general;mi sembra che;KIParla;PTA006| perche' per grazia divina // certo // ah mh ti  sembra  mi guardi cosa fa il milan // intanto // eh mh ti 
s_156;SpokenCorpora;1;2;2;4;NonFreeConv.;0;Umano;Old;Old_general;sembra che;KIParla;PTA006| cosa // per quello ti di eh per quello ti dico qua  sembra  che abbiamo scoperto l'acqua calda anche con lo 
s_157;SpokenCorpora;1;2;2;4;NonFreeConv.;0;Umano;Old;Old_general;mi sembra che;KIParla;PTD015| non sentite l'accento // no // no // perche' a me  sembra  che parliate // un po' diverso // anche tu parli 
s_158;SpokenCorpora;1;2;2;4;NonFreeConv.;;;;;sembra che;KIParla;TOC1007| legati dal la sentenza nel suo insieme // allora  sembrerebbe  quasi che con l' affermazione della teoria del 
s_159;SpokenCorpora;1;2;2;4;NonFreeConv.;2;Non Animato;Old;Old_ident;mi sembra che;KIParla;PTB004| sera // so arrivata qui alle undici e mezza mi  sembra  che arrivava il treno // mh // e siete avevate una 
s_160;SpokenCorpora;1;2;2;4;NonFreeConv.;1;Umano;Old;Old_generic;sembra che;KIParla;PTB004| poi // c'era anche un'altra cosa nei paesi che //  sembra  che tu andavi in giro da sol // ma anche un vicino 
s_161;SpokenCorpora;1;2;2;4;NonFreeConv.;1;Umano;Old;Old_generic;sembra che;KIParla;PTB004| figlio // digli di fare attenzione // insomma //  sembra  che non ti guardava nessuno e poi ti guardavano 
s_162;SpokenCorpora;1;1;1;2;FreeConv.;1;Umano;New;New;sembra che;KIParla;TOA3010| // si' che era vero // ah // va bene // no io x  sembra  che lui era solo un un topic // cioe' un argomento 
s_163;SpokenCorpora;1;1;1;2;FreeConv.;0;Umano;Old;Old_general;sembra che;KIParla;TOA3010| un argomento di conversazione non e' che // ora  sembra  che ora ti devo rivelare chissa' che cosa // si' 
s_164;SpokenCorpora;1;2;2;4;NonFreeConv.;0;Non Animato;Old;Old_ident;mi sembra che;KIParla;PTB020| un oratorio di // del sacro nome di maria mi  sembra  si chiamasse onestamente non vorrei fare // 
s_165;SpokenCorpora;1;1;1;2;FreeConv.;0;Umano;Old;Old_ident;mi sembra che;KIParla;BOA3010| si' // e' diventata un po' noiosa // cioe' mh // mi  sembra  che abbia perso carattere che sia diventata // 
s_166;SpokenCorpora;1;1;1;2;FreeConv.;0;Umano;Old;Old_ident;mi sembra che;KIParla;BOA3010| non lo so // sembra out of character // mh mh // e mi  sembra  che si sia avvicinata di piu' al carattere che ha 
s_167;SpokenCorpora;1;1;1;2;FreeConv.;0;Umano;Old;Old_ident;mi sembra che;KIParla;BOA3010| po' una ragazza noiosa una cosa del genere // e mi  sembra  che sia si stia progressivamente avvicinando 
s_168;SpokenCorpora;1;2;2;4;NonFreeConv.;0;Umano;Old;Old_ident;sembra che;KIParla;PTB015| // guarda come ride // e' attenta // apre la bocca  sembra  che voglia cantare // eh // che bella che e' 
s_169;SpokenCorpora;1;1;1;2;FreeConv.;0;Umano;Old;Old_ident;sembra che;KIParla;BOA3001| la foto nel senso // qui e' truccata // qui // qui  sembra  che abbia cinquant' anni // e infatti // guarda 
s_170;SpokenCorpora;1;1;1;2;FreeConv.;0;Umano;Old;Old_ident;sembra che;KIParla;BOA3001| male pero' era distante era cioe' nel senso  sembrava  quasi che non gli andasse di stare con noi // si' 
s_171;SpokenCorpora;1;1;1;2;FreeConv.;0;Umano;Old;Old_ident;mi sembra che;KIParla;BOA3001| muoiono tutti // quasi // e anche tra i vampiri mi  sembra  alla fine che chiaman tutti quei parenti // dal 
s_172;SpokenCorpora;1;2;2;4;NonFreeConv.;0;Umano;Old;Old_general;mi sembra che;KIParla;BOD2014| con un amico // per dire // adesso a volte a me mi  sembra  che // devo ragionarci prima di fare una scelta 
s_173;SpokenCorpora;1;2;2;4;NonFreeConv.;0;Non Animato;Old;Old_ident;sembra che;KIParla;BOD2003| // in cui ci sono solo libri // e e ti danno mh //  sembra  che riempiano la stanza // pero' in realta' e' molto 
s_174;SpokenCorpora;1;1;1;2;FreeConv.;0;Umano;Old;Old_generic;sembra che;KIParla;TOA3005| sporco di salsa di soia // ecco e' vero e' vero //  sembra  che gli abbiano vomitato sopra // ah c' e' bale // 
s_175;SpokenCorpora;1;2;2;4;NonFreeConv.;1;Umano;Old;Old_generic;sembra che;KIParla;PTA001| mah // vai // si' si' // ce' // ce n'e' sei da fuori e  sembra  che sono tutti da fuori invece sei veramente due 
s_176;SpokenCorpora;1;2;2;4;NonFreeConv.;4;Non Animato;Old;Old_ident;sembra che;KIParla;PTD014| da fare anche li' da' da' soddisfazione perche'  sembra  che la soddisfazone piu' grossa per me sia 
s_177;SpokenCorpora;1;2;2;4;NonFreeConv.;;;;;sembra che;KIParla;PTB002| faceva sempre freddo ha fatto quell'anno  sembrava  che // l'avesse fatto apposta per me // eh niente 
s_178;SpokenCorpora;3;4;4;6;MonologicSp.;0;Umano;Old;Old_general;mi sembra che;KIParla;BOD1010| okay abbiamo anche visto // ehm confermatemi mi  sembra  che l' abbiamo visto che coltrane aveva trovato 
s_179;SpokenCorpora;3;4;4;6;MonologicSp.;0;Animato;Old;Old_ident;mi sembra che;KIParla;BOD1010| normalmente // ci sei // si' si' si' cioe' mi  sembrava  che raddoppiasse praticamente facesse in 
s_180;SpokenCorpora;3;4;4;6;MonologicSp.;3;Non Animato;Mediated;Mediated_general;sembra che;KIParla;BOD1006| al suo naso che pende a destra // e a quel punto  sembra  che tutto l' universo penda da un' altra parte // 
s_181;SpokenCorpora;3;4;4;6;MonologicSp.;5;Animato;New;New;sembra che;KIParla;BOD1006| la figura di d fantasma goldoni // si' // ehm  sembrava  che richiamasse un po' tutto il resto ipocrisia 
s_182;SpokenCorpora;1;1;1;2;FreeConv.;2;Umano;Old;Old_ident;mi sembra che;KIParla;BOA3016| o piu' abusanti che ho avuto // mh // cioe' ti  sembrava  che esistesse solo quella persona mentre ci 
s_183;SpokenCorpora;1;2;2;4;NonFreeConv.;0;Umano;Old;Old_general;mi sembra che;KIParla;PTD007| no mi piacerebbe mi piacerebbe fare questo // mi  sembra  che hai risposto // magari fare anche altre cose 
s_184;SpokenCorpora;1;2;2;4;NonFreeConv.;4;Animato;Old;Old_ident;mi sembra che;KIParla;PTD007| non ero abituata // mh mh // ce' prima anche io mi  sembrava  che fosse una citta' poco // poco vivace ce' // 
s_185;SpokenCorpora;1;2;2;4;NonFreeConv.;2;Non Animato;Old;Old_event;mi sembra che;KIParla;PTD007| architettonica // eh si' // e via no // e mi  sembra  in effetti che negli ultimi anni // ormai sono 
s_186;SpokenCorpora;1;2;2;4;NonFreeConv.;2;Non Animato;Old;Old_event;mi sembra che;KIParla;PTD007| da // sempre // certo // adesso invece // mi  sembra  che questa questa cosa qui abbia un turnover 
s_187;SpokenCorpora;1;1;1;2;FreeConv.;0;Umano;Old;Old_general;mi sembra che;LIP;l' ho visto infatti gli ho detto scusa Antonio come mai scrivi eh mi sembra che fai le lettere al contrario * lui m' ha detto al contrario * 
s_188;SpokenCorpora;1;2;2;4;NonFreeConv.;8;Non Animato;Mediated;Mediated_sit;mi sembra che;LIP;ecco mi sembra che tutto sommato l' idea l' idea della tolleranza della cultura l' idea del rispetto eh sia comunque un elemento che la qualifica connota come un passo avanti rispetto a ai precedenti orientamenti
s_189;SpokenCorpora;1;2;2;4;NonFreeConv.;6;Non Animato;Mediated;Mediated_sit;mi sembra che;LIP;cioe' mi sembra che eh l' accentuazione della eh diversita' dell' altro il fatto di vedere nella diversita' dell' altro un elemento negativo sia un po' una forzatura cioe' anche se non e' un modello perfetto eh e indubbiamente e' superabile va superato e' comunque un passo avanti credo che la valutazione debba essere un tantino piu' correlata in senso positivo che non in senso negativo e poi volevo fare un' altra domanda eh anche se forse sarebbe piu' opportuno farla domani eh cioe' l' abbozzo semplicemente cioe' vorrei cercare di capire eh capire che tipo di configurazione si vorrebbe dare a questo centro multiculturale cioe' dev' essere un centro multiculturale quindi un termine il titolo del convegno e' cosi' molto qualitativo pero' certo sarebbe comunque interessante poter discutere fin da adesso sulla configurazione concreta del modello no * grazie
w_1;WrittenCorpus;4;5;5;7;Press;2;Non Animato;Mediated;Mediated_general;sembrare+infinitive;CORIS;               le facciate in arenaria e i pavimenti in ciottoli multicolori . Qui , sull ' isola di Rodi e nel cuore di Lindos , il tempo < sembra > essersi fermato . Nel patio di questa abitazione dai volumi compositi , intonacati e in arenaria scolpita , si                              
w_2;WrittenCorpus;4;5;5;7;Press;6;Umano;New;New;sembrare+infinitive;CORIS;                         utilizzare Nonostante rappresenti una tecnologia tutt ' altro che nuova , la maggioranza degli utenti di Internet < sembra > aver scoperto ISDN ( Integrated Services Digital Network ) solo di recente . Il crescente interesse da un lato sta                          
w_3;WrittenCorpus;4;5;5;7;Press;4;Umano;Mediated;Mediated_poss;sembra che;CORIS;"                  del dipartimento Opinione del CIRM , Andrea Cimenti . &#150; "" Ecco , quando interroga gli Italiani sul tema religioso , < sembra > che il 50 % di loro siano buoni praticanti : ma come sappiamo la realtà è ben diversa . Analogamente , molti dicono di                      "
w_4;WrittenCorpus;4;5;5;7;Press;3;Non Animato;Old;Old_event;sembra che;CORIS;                 , situazioni e personaggi . Ho cercato di informarmi . Ne ho parlato con psicologi , insegnanti e ragazzini . Per fortuna < sembra > che quella spaventosa ipotesi sia infondata . Quel professore è uno dei tanti imitatori di Martina la Beghina , di cui                      
w_5;WrittenCorpus;4;5;5;7;Press;1;Animato;Old;Old_rel;sembrare+infinitive;CORIS;                       meno adatta al grande pubblico e meno goliardica . Soprattutto meno attraente per l ' apparato dei mass - media che < sembrano > essere i più delusi da questa svolta perché , nella loro incapacità di riflettere e sperimentare , erano soddisfatti di                     
w_6;WrittenCorpus;4;5;5;7;Press;1;Animato;Old;Old_rel;sembrare+infinitive;CORIS;                    centralismo . E ' stato soprattutto il caso di Enzensberger in Germania , e in_genere della sinistra occidentale , che < sembrava > così uscire dall ' impasse delle posizioni francofortesi . Tuttavia gran parte dei sogni di quell ' epoca si sono                           
w_7;WrittenCorpus;4;5;5;7;Press;1;Non Animato;Old;Old_rel;sembrare+infinitive;CORIS;                 è una secrezione , spesso faticosa , della sua personalità , una lenta selezione e decantazione , che è ciò che alla fine < sembra > attribuire alla parola artistica un valore magico . Il nuovo prodotto che sembra si stia , per forza autonoma ,                             
w_8;WrittenCorpus;4;5;5;7;Press;2;Umano;Old;Old_ident;sembrare+infinitive;CORIS;            ed essere con Cristo ( Fil 1 , 21 ) e Per me vivere è Cristo e morire è un vantaggio ( Fil 1 , 21 ) . Queste parole il Signore < sembra > dirle in particolare agli apostoli , ma perché non avessimo a credere che egli abbia promesso la beatitudine della                          
w_9;WrittenCorpus;4;5;5;7;Press;4;Non Animato;New;New;sembrare+infinitive;CORIS;"              che stava dietro il mito , fu Charles Nodier "" ( 2 ) . L ' elemento della vaghezza , della traccia lasciata appena intuire , < sembra > essere essenziale : "" Quello che conta per la società è il vago , inquietante effetto indotto sia dei propagandisti che                     "
w_10;WrittenCorpus;4;5;5;7;Press;0;Non Animato;Old;Old_ident;mi sembra che;CORIS;                           ambizioni e si lancia con intraprendente cinismo nel mondo letterario , conduce una vita spericolata , come gli < sembra > convenga a chi voglia fare il romanziere , secondo il trito luogo comune per cui più si vive intensamente , più si scrive .                 
w_11;WrittenCorpus;4;5;5;7;Press;0;Umano;Old;Old_ident;sembrare+infinitive;CORIS;"               dell ' "" angoscia dell ' influenza "" che Dante può aver esercitato su Joyce . Per esempio , Dante teorizza nel Convivio , e < sembra > praticare nella Commedia ( con differenze pur notevoli tra le due opere ) , l ' allegoria , e cioè quel metodo di                           "
w_12;WrittenCorpus;4;5;5;7;Press;2;Umano;Old;Old_ident;sembra che;CORIS;"                 . &quot; Il suo sguardo era pieno d ' odio quando fingeva di prendere la mira contro il professore &quot; , ha spiegato . < Sembra > che il docente , che si arrabbiò moltissimo e sgridò Steinhaeuser , sia tra le vittime di ieri . A far pensare a un gesto                   "
w_13;WrittenCorpus;4;5;5;7;Press;6;Non Animato;New;New;mi sembra che;CORIS;"                  nella vendita della Sme &quot; . E , sollecitato dalle domande , ha dato il suo parere sulla vicenda Previti : &quot; Mi < sembra > che quello che ha decretato il Parlamento si sia confermato : un fumus persecutionis , su cui c ' è stato un voto dell '                    "
w_14;WrittenCorpus;4;5;5;7;Press;0;Umano;Old;Old_general;sembra che;CORIS;             il pro e il contro . Anche_se sono appartato per carattere vivo tra la gente . Quando scrive le sue poesie ? Non lo so dire . < Sembra > che non le scriva mai e poi me le trovo scritte . Il nucleo propulsivo della composizione nasce nelle prime ore del giorno                  
w_15;WrittenCorpus;4;5;5;7;Press;1;Umano;Old;Old_rel;sembrare+infinitive;CORIS;                : Fonseca , Cappioli , Trotta , Dahlin , Alenitchev , Vagner . E poi il mistero - Nakata . Che fu pagato 50 miliardi e che < sembra > rendere con il merchandising in Giappone . Però è finito in panchina anche quando non c ' è Totti . E ancora i vari Lucenti ,               
w_16;WrittenCorpus;4;5;5;7;Press;3;Animato;Old;Old_ident;sembrare+infinitive;CORIS;                 Island , il romanzo dell ' inglese - giamaicana Andrea Levy che si è aggiudicato il primo posto . Finora l ' Orange Prize < sembrava > aver un po ' snobbato la nuova tendenza multiculturale del mondo letterario britannico , che dopo i successi clamorosi                      
w_17;WrittenCorpus;2;3;3;5;Fiction;4;Non Animato;New;New;sembrare+infinitive;CORIS;              birra fresca e schiumosa . L ' arredamento è un po ' da froci , ma non sgradevole . Da ogni angolo enormi statue di Confucio < sembrano > fargli coraggio con i loro sguardi sinceri . Altre divinità orientali gli sorridono dall ' alto con i loro occhi di                         
w_18;WrittenCorpus;2;3;3;5;Fiction;0;Non Animato;Old;Old_ident;sembrare+infinitive;CORIS;                        nel suo intento , compì comunque più di qualche eroica azione . La strada era ancora stretta e tortuosa , e ancora < sembrava > snodarsi senza fine . Ma ormai lo sentiva addosso , era solo questione di tempo . E finalmente , stagliato contro il sole                   
w_19;WrittenCorpus;2;3;3;5;Fiction;0;Umano;Old;Old_ident;sembrare+infinitive;CORIS;               amica per troppo tempo , per credere di trovare una soluzione rapida a tutto questo . Oggi mi ha chiamato , era allegra , e < sembrava > non voler indagare il mio malumore . Mi ha invitato a Milano qualche giorno , ma le ho risposto che ci avrei pensato , non                  
w_20;WrittenCorpus;2;3;3;5;Fiction;2;Animato;Mediated;Mediated_general;sembrare+infinitive;CORIS;                  su e giù per la passeggiata del Pincio non vergognandosi di pensare quello che pensava . Il mondo , negli ultimi tempi , < sembrava > averla emarginata . Tutto , a ben guardare , si riduceva ad un antipatico equivoco verificatosi anni e anni prima , e che                   
w_21;WrittenCorpus;2;3;3;5;Fiction;1;Umano;Old;Old_rel;sembra che;CORIS;                  cubana . Una bella ragazzona scura col sorriso sempre stampato in bocca , che però parla pochissimo e che quando cammina < sembra > che balli il samba , tanto ha i fianchi sporgenti dovresti vederla ! Comunque Lisa la odia a morte . Una_volta_che le ho                    
w_22;WrittenCorpus;2;3;3;5;Fiction;2;Non Animato;Mediated;Mediated_general;sembrare+infinitive;CORIS;                  ampio da contenere alberi di alto fusto e uccelletti saltellanti alla ricerca di vermi per la prole affamata . Le parole < sembrano > essere già finite . Com ' è che non abbiamo ancora parlato di donne , famiglia , figli ... . Me lo sto chiedendo . Mi sto                   
w_23;WrittenCorpus;4;5;5;7;Press;2;Animato;Old;Old_ident;sembrare+infinitive;CORIS;                 d ' altro . Di giustizia e processi , per esempio . Oppure di televisione . ERRORE DELL ' OPPOSIZIONE Di tutto questo non < sembra > far tesoro neppure l ' opposizione . Che insiste nell ' attaccare il governo proprio sulla giustizia e sugli interessi                      
w_24;WrittenCorpus;4;5;6;8;AcademicPr.;5;Non Animato;Mediated;Mediated_poss;sembrare+infinitive;CORIS;"              ( A ' III ) ( Mellors , 1996 ) ; al contrario , nei pazienti in trattamento con HAART , l ' oscillazione della carica virale < sembra > influenzare maggiormente l ' ondulazione della conta linfocitaria ed in particolare la risposta immunologica                                "
w_25;WrittenCorpus;4;5;6;8;AcademicPr.;4;Non Animato;Old;Old_ident;sembrare+infinitive;CORIS;                     ma non riescono a far arrestare il processo di progressiva diminuzione . A_partire_dal 2000 gli effetti della riforma < sembrano > avere un impatto sugli studi superiori : gli iscritti totali aumentano e si distribuiscono in tutti i tipi di diploma .                     
w_26;WrittenCorpus;4;5;6;8;AcademicPr.;3;Non Animato;Old;Old_ident;sembrare+infinitive;CORIS;                     insetti , il cui effetto potrebbe essere rinforzato dalle distanze di separazione . Comunque , queste linee guida non < sembrano > essere state comunicate agli agricoltori o messe appropriatamente in risalto . Probabilmente non consentirebbero                            
w_27;WrittenCorpus;4;5;6;8;AcademicPr.;5;Non Animato;Old;Old_ident;sembrare+infinitive;CORIS;                          approssimazione alle medesime conclusioni di Bertinetto . Nella lingua italiana la durata delle unità segmentali < sembra > assumere un ruolo predominante nell ' individuazione della prominenza , anche_se i contributi degli altri parametri                         
w_28;WrittenCorpus;4;5;6;8;AcademicPr.;0;Non Animato;Old;Old_ident;sembrare+infinitive;CORIS;                             prefigura un ' alternativa all ' universalità indifferenziata della produzione di massa , anche_se al momento < sembra > risultare vincente solo con riferimento a particolari nicchie di mercato . Nicchie probabilmente destinate a                                
w_29;WrittenCorpus;4;5;5;7;Press;10;Non Animato;Mediated;Mediated_poss;sembrare+infinitive;CORIS;                     Pizzi , il fotografo che scatta anche per il suo sito . Insomma , la linea di questa sinistra di governo e di salotto < sembra > essere : basso profilo . Far dimenticare lo sfarzo dei berluscones , non finire sui giornali , sulle riviste                                
w_30;WrittenCorpus;4;5;5;7;Press;18;Non Animato;New;New;sembra che;CORIS;                   assume la responsabilità delle attività bulgare , che valgono all ' incirca un terzo del fatturato tessile del gruppo . < Sembra > sia stata , invece , rinviata a un momento successivo la scelta eventuale di un vero e proprio scorporo tra le attività                     
w_31;WrittenCorpus;2;3;3;5;Fiction;0;Umano;Old;Old_ident;sembrare+infinitive;CORIS;                       di Jessica arrivò sul ring , con Sophie in braccio . Naturalmente Sophie non guardava mai Jessica combattere , però < sembrava > apprezzare la ribalta della vittoria non meno della madre . Quella sera , Sophie indossava il suo completino in pile                        
w_32;WrittenCorpus;2;3;3;5;Fiction;0;Umano;Old;Old_ident;sembrare+infinitive;CORIS;"                     pezzi unici , quassù "" dice sorridendo senza guardarvi . "" Le invetriate robbiane "" riprende a salmodiare come quando < sembrava > tradurre dal latino , "" anche a distanza di secoli riflettono la luce in maniera perfetta , e arrivano gli studiosi dall '                  "
w_33;WrittenCorpus;2;3;3;5;Fiction;5;Non Animato;New;New;sembrare+infinitive;CORIS;"              . Dov ' è che un assetato può comprare un po ' di frutta ? "" L ' aquila bronzea del monumento - agli eroi di Vittorio Veneto < sembra > vegliare sul decoro del luogo , e non si vede nessuno sulle panchine , nessuno sul prato traversato a croce da vialetti                     "
w_34;WrittenCorpus;4;5;5;7;Press;0;;;;sembrare+infinitive;CORIS;                             non necessariamente patologiche . E nemmeno nel_caso di Erba , per quel che si capisce leggendo le cronache , < sembra > si possa parlare di patologia . Purtroppo » . Probabilmente , ipotizza lo psichiatra , in tribunale sarà usata la solita                    
w_35;WrittenCorpus;2;3;3;5;Fiction;4;Umano;New;New;sembra che;CORIS;          uccidiamo la tua famiglia . Che non è un bel modo di fare affari , dico io . Avevo sei anni - forse - quando mio padre è morto . < Sembra > che , sulle montagne , un gruppo di banditi abbiano assalito il suo camion e l ' abbiano ucciso . Quando i pashtun hanno                    
w_36;WrittenCorpus;4;5;6;8;AcademicPr.;3;Non Animato;Mediated;Mediated_poss;sembrare+infinitive;CORIS;                         gli appunti sulle sue ricerche in cambio di un piccolo vitalizio e una Mercedes . Stranamente neppure il suo nome < sembra > aver pace : Koumatsos per Saunders , Komoutsos per Chugg , Coumoutsos per Empereur , Kamoutsos per Adriani ... Jean Yves                    
w_37;WrittenCorpus;2;3;3;5;Fiction;5;Umano;New;New;mi sembra che;CORIS;                , ogni vano , è stipato di fagotti identici a quello che adesso l ' uomo sta immagazzinando , ed ecco che d ' un tratto ci < sembra > che tutte le famiglie di Roma abbiano venduto le proprie lenzuola , che l ' intera città versi nelle medesime difficoltà                    
w_38;WrittenCorpus;2;3;3;5;Fiction;0;Umano;Old;Old_ident;sembra che;CORIS;                  era di cattiva qualità , ma i tecnici dell ' FBI l ' avevano ingrandita e migliorata . Dal colore della mano dell ' uomo < sembrava > che fosse un nero o un latino - americano e , grazie a vari calcoli , pareva che fosse alto circa un metro e ottanta e pesasse              
w_39;WrittenCorpus;2;3;3;5;Fiction;0;;;;sembra che;CORIS;"                 andando a scuola . Fino allora l ' estate era stata calda e soleggiata , ma quella mattina il cielo era nuvoloso ; anzi , < sembrava > quasi che minacciasse di piovere . Tommy aspettava l ' amico appoggiato al muro della casa . « Ehi , Billy . » « Ehi , Tommy . »            "
w_40;WrittenCorpus;2;3;3;5;Fiction;0;Umano;Old;Old_ident;sembra che;CORIS;              ? » Sapeva che non c ' era bisogno di urlare nel dannato apparecchio , Brenda doveva averglielo detto cento e più volte , ma < sembrava > proprio che non potesse farne a meno . « Cosa ci fai in ufficio il sabato mat ... » « Non ci sono , sono a casa . Mi ha chiamato            
w_41;WrittenCorpus;2;3;3;5;Fiction;0;Umano;Old;Old_ident;sembrare+infinitive;CORIS;           so se è molto saggio che resti da sola in questo momento , cara . » « Andrò da Angie » , aveva risposto Dodee e a quel pensiero < sembrò > riprendersi un po ' , nonostante le lacrime continuassero a rigarle le guance . « Andremo insieme a cercare papà . » Aveva                  
w_42;WrittenCorpus;2;3;3;5;Fiction;2;Umano;Old;Old_ident;sembrare+infinitive;CORIS;                           aveva osservato lui camminare avanti e indietro . Quando sfavillò il lampo successivo , vide che Richard Forbes < sembrava > trascinare la moglie , che opponeva resistenza . D ' improvviso tutti i pezzi del puzzle andarono al loro posto . La                        
w_43;WrittenCorpus;2;3;3;5;Fiction;2;Umano;Old;Old_ident;sembrare+infinitive;CORIS;               dal pazzo che le scrive lettere anonime piene di minacce . E sei convinto che ci sia un insider dal momento che il mittente < sembra > conoscere così tanti dettagli della sua vita . » Dragan Armanskij la fissò . Si sentì percorrere da una scossa elettrica                    
w_44;WrittenCorpus;2;3;3;5;Fiction;1;Umano;Old;Old_general;sembra che;CORIS;                tu che la maggior parte dei quarantenni che conosco » . Un ' altra risata . « La mia bambina di mezz ' età . Per fortuna , < sembra > che tu abbia trovato un ' altra anima antica » . « Non sei furiosa ? Non pensi che stia facendo un errore colossale ? » . « Be ' ,          
w_45;WrittenCorpus;2;3;3;5;Fiction;2;Non Animato;Old;Old_ident;sembra che;CORIS;                   trovava ai primi difficili stadi dei negoziati per un armistizio con una delegazione comunista della Corea del Nord , e < sembrava > che la guerra sarebbe andata avanti per anni , con altre decine di migliaia di americani uccisi , feriti e presi                            
w_46;WrittenCorpus;2;3;3;5;Fiction;1;Umano;Old;Old_ident;sembrare+infinitive;CORIS;                      con tanto ardore da un addobbo che una spina l ' aveva punto e il sangue sgorgava copioso dal pollice . Meredith non < sembrava > averlo notato . Elena e Damon osservarono il giovane , che era biondo e molto attraente . Elena era commossa  e Damon                      
w_47;WrittenCorpus;2;3;3;5;Fiction;1;Umano;Old;Old_ident;sembrare+infinitive;CORIS;             della terra . O meglio , il suo volto emerse . Era solo un ' illusione , ma l ' effetto era piuttosto terrificante . Shinichi < sembrava > essere lì in carne e ossa , simile a un gigante che porta il mondo sulle spalle . Il nero dei suoi capelli si confondeva con                
w_48;WrittenCorpus;2;3;3;5;Fiction;2;Umano;Mediated;Mediated_sit;sembrare+infinitive;CORIS;                  teneri vagiti , la voce del dottor Bender affermava in tono soave : « In cardiologia è tutta un ' emergenza e i pazienti < sembrano > peggiorare sempre , qualunque cosa tu faccia . Dopo un po ' è snervante . Puoi bruciarti in fretta , se non stai attento . Ma               
w_49;WrittenCorpus;4;5;6;8;AcademicPr.;2;Non Animato;Old;Old_ident;sembrare+infinitive;CORIS;                  invece ha valori in altezza più modesti ma un maggior numero di polloni per ceppaia rispetto al domestico . Tali aspetti < sembrano > confermare le diverse esigenze ecologiche dei due sorbi in fase giovanile , cioè la maggiore necessità di luce del                          
w_50;WrittenCorpus;4;5;6;8;AcademicPr.;2;Non Animato;Old;Old_ident;sembrare+infinitive;CORIS;                i 25 anni : 27% di contro al 19% dei meno giovani . In definitiva , da quanto più tempo si lavora , tanto meno il successo < sembra > avere senso . A parte gli studenti e i disoccupati , tra i lavoratori che mirano a questa dimensione troviamo                               
w_51;WrittenCorpus;4;5;6;8;AcademicPr.;1;Non Animato;Old;Old_rel;sembrare+infinitive;CORIS;                   presso notaio » , « impiegata agenzia turistica » , e così via : previsioni coerenti ma un po ' troppo appiattite , che < sembrano > veicolare un feeling piuttosto basso verso il lavoro futuro . Modesta visione di sé , o realistica visione di un mercato                    
w_52;WrittenCorpus;4;5;6;8;AcademicPr.;2;Non Animato;Mediated;Mediated_poss;sembrare+infinitive;CORIS;                        in primo piano come l ' anticomunismo . Fu organizzata una mostra dell ' aldilà , il cui materiale almeno in parte < sembra > essere stato costruito , per mostrare ciò che avveniva oltrecortina . I comunisti continuarono a prendersela con il                         
w_53;WrittenCorpus;4;5;6;8;AcademicPr.;4;Non Animato;Old;Old_ident;sembrare+infinitive;CORIS;                         la intrinseca vocazione cosmopolitica dell ' Islam , vocazione che talune manifestazioni estremiste contemporanee < sembrano > conculcare . CAPITOLO SESTO IL PENSIERO POLITICO RADICALE : SAYYID QUTB E RUHOLLAH KHUMAYNI 1 . Quando scoppiò la                           
w_54;WrittenCorpus;4;5;6;9;LegalPr.;4;Non Animato;Mediated;Mediated_poss;sembrare+infinitive;CORIS;                     i casi in cui è richiesto il parere dell ' Agcom prima di procedere ad un affidamento in house . La ratio della norma < sembra > essere quella di voler sottrarre l ' affidamento delle gestioni di minore importanza al vaglio dell ' Authority ,                           
